id,direction,entry_time,exit_time,entry_price,exit_price,size,fee,pnl,reason,fs,tr
174,long,2024-06-03T12:30:00+00:00,2024-06-03T14:00:00+00:00,3842.81,3808.6375486294583,3.0294,9.2717,-112.7937,SL,-1.1811,-1.8314
175,long,2024-06-04T10:30:00+00:00,2024-06-04T19:00:00+00:00,3766.43,3805.814421459864,3.001,9.0897,109.1029,SL,-0.751,-0.8058
176,long,2024-06-05T15:30:00+00:00,2024-06-05T19:00:00+00:00,3814.57,3838.781708124862,3.0489,9.3337,64.4854,SL,0.3279,0.094
177,long,2024-06-06T16:00:00+00:00,2024-06-06T17:00:00+00:00,3849.81,3821.719356427816,3.0713,9.4246,-95.6994,SL,-0.1797,-0.3866
178,long,2024-06-09T21:30:00+00:00,2024-06-10T00:00:00+00:00,3715.06,3695.140873535566,3.1054,9.2047,-71.0615,SL,1.1536,0.9741
179,long,2024-06-10T15:00:00+00:00,2024-06-10T20:00:00+00:00,3689.69,3663.2449951866424,3.069,9.0265,-90.1862,SL,0.5777,0.3333
180,short,2024-06-11T05:30:00+00:00,2024-06-11T16:00:00+00:00,3560.88,3477.5709404867393,3.104,8.7389,249.8524,SL,-2.9396,-2.8318
181,long,2024-06-12T02:30:00+00:00,2024-06-12T11:30:00+00:00,3497.39,3529.645608984397,3.3747,9.4857,99.3673,SL,-0.064,-0.3082
182,long,2024-06-13T10:30:00+00:00,2024-06-13T15:30:00+00:00,3501.38,3458.8413774431356,3.456,9.6218,-156.6353,SL,-0.8411,-0.9587
183,long,2024-06-16T10:30:00+00:00,2024-06-16T17:30:00+00:00,3566.85,3584.8022942846324,3.2608,9.328,49.2108,SL,-0.9082,-0.9701
184,long,2024-06-17T14:30:00+00:00,2024-06-17T16:00:00+00:00,3523.38,3474.485548825915,3.3429,9.3573,-172.8065,SL,-0.6388,-1.1419
185,long,2024-06-17T16:30:00+00:00,2024-06-18T00:30:00+00:00,3522.6,3465.7131329138106,3.1965,8.9353,-190.7741,SL,-0.6843,-0.8304
186,long,2024-06-19T16:00:00+00:00,2024-06-20T08:30:00+00:00,3544.37,3586.150379103089,3.0154,8.6005,117.384,SL,-1.0794,-1.396
187,long,2024-06-20T11:00:00+00:00,2024-06-20T13:00:00+00:00,3610.81,3570.2134480890195,3.0574,8.7821,-132.902,SL,0.2105,-0.0338
188,long,2024-06-21T04:30:00+00:00,2024-06-21T07:30:00+00:00,3514.68,3478.8994002449685,3.0276,8.4695,-116.7988,SL,-0.9382,-0.9574
189,long,2024-06-21T09:30:00+00:00,2024-06-21T13:30:00+00:00,3512.0,3463.950770301427,2.9301,8.1761,-148.9651,SL,-0.8825,-1.3807
190,long,2024-06-21T14:30:00+00:00,2024-06-23T00:30:00+00:00,3511.43,3505.6,2.8034,7.8686,-24.2124,Replace,-0.0575,-0.3553
191,long,2024-06-23T00:30:00+00:00,2024-06-23T11:00:00+00:00,3505.6,3488.965338583768,2.7873,7.7984,-54.1642,SL,1.1381,0.8815
192,long,2024-06-24T04:30:00+00:00,2024-06-24T05:00:00+00:00,3405.17,3369.229675650436,2.8218,7.6464,-109.0628,SL,-1.663,-1.6812
193,long,2024-06-25T03:00:00+00:00,2024-06-25T16:30:00+00:00,3375.0,3398.6171202798614,2.7501,7.4512,57.4982,SL,1.2597,1.1942
194,long,2024-06-26T01:30:00+00:00,2024-06-26T05:00:00+00:00,3412.86,3378.7705335638143,2.7701,7.5254,-101.9566,SL,-0.9229,-1.6029
195,long,2024-06-26T17:30:00+00:00,2024-06-27T11:00:00+00:00,3370.58,3392.2816222453343,2.7141,7.342,51.5583,SL,-1.6257,-1.8261
196,long,2024-06-28T01:00:00+00:00,2024-06-28T07:30:00+00:00,3457.17,3429.8622554152294,2.6909,7.4129,-80.8953,SL,-0.3519,-0.7544
197,long,2024-06-28T13:30:00+00:00,2024-06-28T14:30:00+00:00,3443.39,3409.1132115161186,2.6312,7.2121,-97.4012,SL,1.0137,0.9918
198,long,2024-06-29T07:00:00+00:00,2024-06-29T16:00:00+00:00,3397.97,3384.22,2.5803,7.0,-42.4792,Replace,-0.5188,-0.9927
199,long,2024-06-29T16:00:00+00:00,2024-06-30T02:00:00+00:00,3384.22,3366.7958458468324,2.5532,6.8947,-51.382,SL,-1.4248,-1.5155
200,long,2024-06-30T03:30:00+00:00,2024-06-30T10:00:00+00:00,3369.04,3386.2814134671653,2.5189,6.8064,36.623,SL,-1.5413,-1.6047
201,long,2024-06-30T17:00:00+00:00,2024-06-30T22:30:00+00:00,3409.38,3443.455983653649,2.5213,6.9112,79.0046,SL,1.4734,1.3104
202,long,2024-07-01T15:00:00+00:00,2024-07-01T22:00:00+00:00,3467.59,3438.973907153364,2.5474,7.0375,-79.9341,SL,-0.8795,-1.4252
203,long,2024-07-02T09:00:00+00:00,2024-07-02T14:00:00+00:00,3444.95,3423.3372990384864,2.4945,6.8532,-60.7661,SL,-1.2099,-1.2812
204,short,2024-07-04T10:00:00+00:00,2024-07-05T00:30:00+00:00,3146.23,3086.407115366678,2.6734,6.6649,153.2656,SL,-2.2931,-2.1519
205,long,2024-07-06T13:30:00+00:00,2024-07-07T00:00:00+00:00,3005.41,3055.7767548991947,2.9516,7.1561,141.5064,SL,0.6521,0.5756
206,long,2024-07-07T02:00:00+00:00,2024-07-07T04:30:00+00:00,3060.16,3027.967547776444,3.0376,7.3973,-105.1851,SL,-0.5538,-0.6726
207,long,2024-07-08T15:30:00+00:00,2024-07-09T13:00:00+00:00,2967.48,3063.5169173974855,3.0261,7.3002,283.3172,SL,-0.5829,-0.6105
208,long,2024-07-09T14:00:00+00:00,2024-07-09T16:00:00+00:00,3075.25,3073.56,3.1964,7.8616,-13.2635,Replace,-0.82,-0.88
209,long,2024-07-09T16:00:00+00:00,2024-07-10T01:30:00+00:00,3073.56,3057.07,3.1852,7.8109,-60.3349,Replace,-1.0708,-1.4923
210,long,2024-07-10T01:30:00+00:00,2024-07-10T04:30:00+00:00,3057.07,3102.2519279782355,3.1432,7.744,134.2718,SL,-1.1357,-1.5122
211,long,2024-07-11T01:30:00+00:00,2024-07-11T03:00:00+00:00,3119.48,3082.8974075036235,3.2094,7.9624,-125.3705,SL,0.419,0.1266
212,long,2024-07-12T02:00:00+00:00,2024-07-12T06:00:00+00:00,3096.01,3093.57,3.1123,7.7055,-15.2995,Replace,-1.3671,-1.8462
213,long,2024-07-12T06:00:00+00:00,2024-07-12T09:30:00+00:00,3093.57,3049.7934217086645,3.0999,7.6175,-143.3205,SL,-0.7922,-0.8901
214,long,2024-07-13T05:30:00+00:00,2024-07-13T10:30:00+00:00,3130.0,3149.7045551307397,2.9265,7.351,50.3144,SL,-0.9941,-1.4845
215,long,2024-07-13T22:30:00+00:00,2024-07-14T00:00:00+00:00,3190.0,3174.66,2.9187,7.4306,-52.2035,Replace,1.1322,1.1101
216,long,2024-07-14T00:00:00+00:00,2024-07-14T10:30:00+00:00,3174.66,3196.4633793834987,2.8835,7.3485,55.5216,SL,1.4036,1.3579
217,long,2024-07-16T15:00:00+00:00,2024-07-17T06:00:00+00:00,3446.5,3487.5548611793606,2.7044,7.501,103.5278,SL,0.5857,0.4109
218,long,2024-07-19T03:30:00+00:00,2024-07-19T07:30:00+00:00,3427.88,3390.787971861163,2.8097,7.6634,-111.8808,SL,-0.1438,-0.3409
219,long,2024-07-21T14:30:00+00:00,2024-07-21T16:30:00+00:00,3508.51,3483.7763367080183,2.6495,7.4104,-72.9423,SL,0.6809,0.4425
220,long,2024-07-21T17:00:00+00:00,2024-07-21T17:30:00+00:00,3504.37,3472.233022249003,2.5902,7.2283,-90.4695,SL,1.2264,0.9912
221,long,2024-07-21T19:30:00+00:00,2024-07-22T02:00:00+00:00,3488.09,3518.3565641038476,2.5244,7.0748,69.3301,SL,-0.2597,-0.3523
222,short,2024-07-25T01:00:00+00:00,2024-07-25T16:30:00+00:00,3217.61,3167.475710293613,2.8013,7.1546,133.2866,SL,-2.3163,-2.2857
223,long,2024-07-25T14:30:00+00:00,2024-07-25T18:30:00+00:00,3169.7,3111.4603761236913,2.8436,7.1444,-172.7546,SL,-0.8619,-1.1302
224,long,2024-07-25T21:00:00+00:00,2024-07-26T10:00:00+00:00,3175.31,3246.9638601701404,2.8013,7.1963,193.5277,SL,-0.724,-1.1826
225,long,2024-07-26T13:30:00+00:00,2024-07-27T08:30:00+00:00,3247.07,3266.580432092022,2.9182,7.6033,49.3321,SL,-1.6513,-1.753
226,long,2024-07-27T12:00:00+00:00,2024-07-27T14:00:00+00:00,3284.48,3300.915003761719,2.93,7.7181,40.4365,SL,1.3443,1.2345
227,long,2024-07-28T23:00:00+00:00,2024-07-29T07:30:00+00:00,3267.9,3364.725458894518,2.982,7.9114,280.8221,SL,-1.0683,-1.1439
228,long,2024-07-30T12:30:00+00:00,2024-07-30T14:00:00+00:00,3352.2,3314.7597184972974,3.1583,8.4225,-126.6701,SL,0.0087,-0.0533
229,long,2024-07-31T06:00:00+00:00,2024-07-31T19:00:00+00:00,3312.86,3271.318404802484,3.0811,8.1146,-136.1084,SL,0.4332,0.1231
230,long,2024-08-02T13:30:00+00:00,2024-08-02T14:30:00+00:00,3158.97,3114.634487650887,3.102,7.7843,-145.313,SL,0.2906,0.0416
231,long,2024-08-05T13:30:00+00:00,2024-08-05T17:00:00+00:00,2335.23,2433.064991007897,4.0095,7.6474,384.622,SL,-1.4259,-1.6335
232,long,2024-08-08T14:30:00+00:00,2024-08-09T00:00:00+00:00,2497.02,2669.3000022425745,4.2118,8.7038,716.9051,SL,0.9204,0.8554
233,short,2024-08-09T15:30:00+00:00,2024-08-10T00:00:00+00:00,2556.39,2621.141462966166,4.9553,10.2625,-331.1254,SL,-2.004,-1.8953
234,long,2024-08-11T00:00:00+00:00,2024-08-11T03:30:00+00:00,2617.13,2644.8992219081774,4.4607,9.3889,114.4812,SL,0.2596,-0.0918
235,long,2024-08-12T07:30:00+00:00,2024-08-12T13:30:00+00:00,2565.41,2658.725194539836,4.6845,9.789,427.346,SL,0.766,0.6672
236,long,2024-08-14T11:30:00+00:00,2024-08-14T13:30:00+00:00,2747.61,2707.5047660912746,4.8405,10.5622,-204.6916,SL,0.7937,0.6179
237,long,2024-08-16T02:30:00+00:00,2024-08-16T13:30:00+00:00,2592.08,2591.96,4.894,10.1483,-10.7356,Replace,0.8868,0.6471
238,long,2024-08-16T13:30:00+00:00,2024-08-17T17:30:00+00:00,2591.96,2612.759030642395,4.8818,10.1634,91.3733,SL,-0.8436,-0.8493
239,long,2024-08-17T22:00:00+00:00,2024-08-18T10:30:00+00:00,2608.4,2643.267552342325,4.9562,10.4113,162.3992,SL,-1.0503,-1.0832
240,long,2024-08-21T01:30:00+00:00,2024-08-21T13:30:00+00:00,2582.67,2550.6488725491763,5.1942,10.6654,-176.9895,SL,-1.6725,-1.7563
241,long,2024-08-21T14:00:00+00:00,2024-08-21T20:30:00+00:00,2598.86,2625.383753255972,4.9575,10.3597,121.1318,SL,-0.9074,-1.5317
242,long,2024-08-23T12:30:00+00:00,2024-08-23T14:30:00+00:00,2666.69,2642.4086420706976,4.9677,10.5496,-131.1721,SL,-1.3822,-1.5184
243,long,2024-08-23T15:30:00+00:00,2024-08-23T22:30:00+00:00,2669.26,2763.4597083221015,4.8155,10.4645,443.1542,SL,-0.6585,-0.8541
244,long,2024-08-25T08:30:00+00:00,2024-08-25T21:30:00+00:00,2749.77,2775.9446664116363,5.158,11.4007,123.6083,SL,-1.456,-1.6428
245,long,2024-08-27T03:30:00+00:00,2024-08-27T10:00:00+00:00,2683.64,2653.4035787142357,5.4232,11.5775,-175.5557,SL,-0.7243,-0.7436
246,short,2024-08-27T15:30:00+00:00,2024-08-28T02:30:00+00:00,2577.78,2459.2218309958785,5.4416,10.9637,634.1824,SL,-3.6579,-3.517
247,long,2024-08-28T09:00:00+00:00,2024-08-28T10:00:00+00:00,2475.73,2510.071304761418,6.4344,12.8323,208.1334,SL,-0.3289,-0.3841
248,long,2024-08-28T17:00:00+00:00,2024-08-29T10:30:00+00:00,2510.89,2536.9034004573646,6.593,13.312,158.1943,SL,-0.9822,-1.4662
249,long,2024-08-29T11:30:00+00:00,2024-08-29T18:30:00+00:00,2554.25,2521.3447673504593,6.6669,13.5354,-232.9113,SL,0.7556,0.4904
250,long,2024-08-30T04:00:00+00:00,2024-08-30T14:30:00+00:00,2518.97,2487.5035252090233,6.4829,12.9826,-216.9766,SL,-1.4078,-1.8267
251,long,2024-09-01T03:30:00+00:00,2024-09-01T05:00:00+00:00,2486.95,2466.2439874712277,6.3046,12.4912,-143.0343,SL,-1.4881,-1.5247
252,long,2024-09-01T15:30:00+00:00,2024-09-01T22:00:00+00:00,2478.9,2444.889012034003,6.152,12.1165,-221.3521,SL,-1.3492,-1.8519
253,long,2024-09-02T00:30:00+00:00,2024-09-02T12:00:00+00:00,2439.05,2510.313055828549,5.9802,11.8393,414.3281,SL,-1.3074,-1.3256
254,long,2024-09-03T02:00:00+00:00,2024-09-03T08:30:00+00:00,2534.17,2506.046099757958,6.2462,12.5929,-188.2604,SL,-0.4234,-0.6542
255,long,2024-09-04T14:00:00+00:00,2024-09-04T17:30:00+00:00,2399.75,2454.146185999648,6.3608,12.3499,333.6534,SL,1.349,1.1534
256,long,2024-09-06T09:00:00+00:00,2024-09-06T13:30:00+00:00,2347.93,2379.4736155379187,6.9275,13.0996,205.4188,SL,-1.5956,-1.7023
257,long,2024-09-08T07:30:00+00:00,2024-09-08T12:30:00+00:00,2292.91,2273.0269873463635,7.3625,13.4467,-159.8354,SL,1.0192,0.8377
258,long,2024-09-09T01:00:00+00:00,2024-09-10T00:00:00+00:00,2302.99,2349.4543788215924,7.122,13.2539,317.6654,SL,1.5255,1.4184
259,long,2024-09-10T15:00:00+00:00,2024-09-11T00:00:00+00:00,2345.94,2375.47206572289,7.3979,13.9714,204.5039,SL,-1.4105,-1.5316
260,long,2024-09-11T15:30:00+00:00,2024-09-12T05:30:00+00:00,2324.33,2359.5610364587183,7.7306,14.4837,257.8733,SL,-0.7591,-1.0459
261,long,2024-09-12T16:00:00+00:00,2024-09-13T04:30:00+00:00,2330.91,2350.3443113929416,8.0407,15.0562,141.2092,SL,-1.6096,-1.6834
262,long,2024-09-13T15:00:00+00:00,2024-09-14T00:30:00+00:00,2394.27,2430.926127957684,8.0048,15.4499,277.9751,SL,-0.0537,-0.4569
263,long,2024-09-14T19:00:00+00:00,2024-09-15T08:00:00+00:00,2408.72,2418.5135794416196,8.303,16.0322,65.2839,SL,-0.9323,-1.0974
264,long,2024-09-15T15:00:00+00:00,2024-09-15T16:00:00+00:00,2407.05,2391.379032900713,8.3902,16.1039,-147.5865,SL,-0.5402,-0.7191
265,short,2024-09-15T19:30:00+00:00,2024-09-16T04:00:00+00:00,2370.49,2278.7165609229965,8.3328,15.4964,749.2333,SL,-2.7456,-2.5547
266,long,2024-09-16T15:00:00+00:00,2024-09-17T13:30:00+00:00,2291.54,2310.206413904216,9.6007,17.672,161.5386,SL,-1.7939,-1.8629
267,long,2024-09-17T14:00:00+00:00,2024-09-18T00:00:00+00:00,2352.79,2320.344581120535,9.5568,17.8641,-327.9385,SL,1.4975,1.3811
268,long,2024-09-18T10:30:00+00:00,2024-09-19T01:30:00+00:00,2303.37,2376.003672233173,9.3347,17.4722,660.5413,SL,-1.7645,-1.8179
269,long,2024-09-19T12:00:00+00:00,2024-09-19T19:30:00+00:00,2435.26,2461.5167572736964,9.6429,18.8877,234.3036,SL,1.2882,1.1902
270,long,2024-09-20T14:30:00+00:00,2024-09-21T15:00:00+00:00,2545.55,2561.2281135645935,9.5012,19.4082,129.5527,SL,-0.5753,-1.0722
271,long,2024-09-21T17:30:00+00:00,2024-09-22T01:30:00+00:00,2568.99,2606.7737580705,9.5658,19.8041,341.6277,SL,0.6242,0.3879
272,long,2024-09-22T16:30:00+00:00,2024-09-22T21:30:00+00:00,2570.36,2545.838649646904,9.9594,20.3817,-264.5996,SL,-1.2358,-1.3685
273,long,2024-09-22T22:30:00+00:00,2024-09-23T00:00:00+00:00,2588.99,2553.463572600914,9.5812,19.7084,-360.0942,SL,-0.5374,-0.6973
274,long,2024-09-23T14:00:00+00:00,2024-09-24T00:30:00+00:00,2665.58,2630.5968091686577,8.9006,18.8557,-330.227,SL,-0.6947,-1.1696
275,long,2024-09-25T01:30:00+00:00,2024-09-25T06:00:00+00:00,2648.7,2614.2352353529413,8.5833,18.0693,-313.8908,SL,-0.1016,-0.1929
276,long,2024-09-25T14:00:00+00:00,2024-09-25T15:30:00+00:00,2620.7,2596.2691954770494,8.3157,17.3531,-220.5123,SL,-0.4547,-0.7149
277,long,2024-09-25T23:00:00+00:00,2024-09-26T09:00:00+00:00,2574.79,2615.929286819205,8.207,17.0401,320.59,SL,-1.6582,-1.8232
278,long,2024-09-26T10:30:00+00:00,2024-09-26T14:00:00+00:00,2629.63,2625.11,8.4016,17.6593,-55.6345,Replace,1.8879,1.8036
279,long,2024-09-26T14:00:00+00:00,2024-09-27T09:00:00+00:00,2625.11,2657.953424474471,8.3525,17.6507,256.674,SL,0.6609,0.6024
280,long,2024-09-27T12:30:00+00:00,2024-09-27T17:00:00+00:00,2657.68,2698.2016023592105,8.5399,18.2955,327.755,SL,-0.5733,-0.6856
281,long,2024-09-28T02:30:00+00:00,2024-09-28T06:30:00+00:00,2699.29,2674.347831995505,8.7725,18.8561,-237.6613,SL,-0.8494,-1.1641
282,long,2024-09-28T14:00:00+00:00,2024-09-29T07:00:00+00:00,2668.01,2645.72457956823,8.6081,18.2965,-210.1316,SL,-0.7738,-0.9658
283,long,2024-09-29T15:00:00+00:00,2024-09-30T00:30:00+00:00,2658.88,2637.6625872219583,8.4006,17.7977,-196.0367,SL,1.4274,1.1814
284,long,2024-09-30T08:30:00+00:00,2024-09-30T09:30:00+00:00,2640.34,2614.4299075134313,8.2368,17.313,-230.7292,SL,1.2323,1.1665
285,long,2024-09-30T11:30:00+00:00,2024-09-30T15:30:00+00:00,2628.0,2595.8261361870104,8.0121,16.7415,-274.5217,SL,-0.7369,-0.9226
286,long,2024-10-01T00:30:00+00:00,2024-10-01T08:00:00+00:00,2618.17,2642.3597116766136,7.7276,16.2605,170.6679,SL,0.6167,0.3684
287,short,2024-10-01T16:30:00+00:00,2024-10-02T00:30:00+00:00,2508.24,2465.9013729688154,8.2705,16.4555,333.7062,SL,-3.8347,-3.7461
288,long,2024-10-02T07:30:00+00:00,2024-10-02T11:00:00+00:00,2481.26,2444.9821304101224,8.7639,17.2692,-335.2049,SL,0.1264,0.0854
289,long,2024-10-02T11:30:00+00:00,2024-10-02T13:30:00+00:00,2454.2,2418.6727841358925,8.4507,16.4717,-316.7015,SL,-1.7491,-1.7822
290,long,2024-10-03T16:00:00+00:00,2024-10-04T03:30:00+00:00,2315.17,2360.4894515232604,8.5478,15.9866,371.395,SL,-1.3247,-1.4223
291,long,2024-10-04T15:30:00+00:00,2024-10-06T15:00:00+00:00,2416.15,2443.1429223476825,8.6517,16.8165,216.7182,SL,0.0726,-0.3067
292,long,2024-10-08T00:00:00+00:00,2024-10-09T16:00:00+00:00,2432.19,2452.413835001719,8.862,17.3149,161.9087,SL,-1.2831,-1.427
293,long,2024-10-10T10:00:00+00:00,2024-10-10T17:30:00+00:00,2394.44,2368.426859058496,9.2046,17.5361,-256.9767,SL,-1.0303,-1.1839
294,short,2024-10-11T15:30:00+00:00,2024-10-11T19:00:00+00:00,2443.01,2467.7438008938893,8.706,17.1012,-232.4337,SL,2.5261,2.6034
295,long,2024-10-12T13:00:00+00:00,2024-10-12T15:30:00+00:00,2456.92,2466.588762862078,8.3729,16.4896,64.466,SL,1.0966,0.9685
296,long,2024-10-13T12:30:00+00:00,2024-10-13T14:30:00+00:00,2464.64,2449.5928175130643,8.4251,16.5612,-143.3352,SL,-0.7967,-0.8514
297,long,2024-10-13T16:30:00+00:00,2024-10-14T05:00:00+00:00,2454.25,2525.673172786963,8.2856,16.5047,575.2792,SL,-1.4747,-1.8205
298,long,2024-10-15T13:00:00+00:00,2024-10-15T14:00:00+00:00,2601.0,2650.7366272801587,8.4816,17.8173,404.0289,SL,-0.5975,-0.6999
299,long,2024-10-17T03:00:00+00:00,2024-10-17T10:30:00+00:00,2636.78,2606.8992404356186,8.8262,18.5127,-282.2463,SL,1.0928,0.9919
300,long,2024-10-17T15:00:00+00:00,2024-10-17T18:00:00+00:00,2611.51,2581.9385758550957,8.5874,17.8393,-271.7809,SL,-1.2073,-1.5606
301,long,2024-10-18T01:30:00+00:00,2024-10-18T03:30:00+00:00,2643.13,2612.9476786928717,8.1762,17.1899,-263.9666,SL,0.548,0.262
302,long,2024-10-20T13:30:00+00:00,2024-10-20T15:00:00+00:00,2660.75,2699.967648653855,7.8244,16.7778,290.0768,SL,0.7199,0.7047
303,long,2024-10-22T02:00:00+00:00,2024-10-22T09:30:00+00:00,2646.57,2614.9646546684426,8.1952,17.2477,-276.2599,SL,-0.9595,-1.0244
304,long,2024-10-22T14:30:00+00:00,2024-10-22T17:00:00+00:00,2638.39,2606.398421818031,7.9065,16.5872,-269.5286,SL,-0.6731,-0.8187
305,long,2024-10-23T13:00:00+00:00,2024-10-23T15:00:00+00:00,2576.99,2550.0105940282183,7.7811,15.9575,-225.8869,SL,-1.5512,-1.6769
306,long,2024-10-24T00:30:00+00:00,2024-10-24T09:00:00+00:00,2548.99,2511.4203528165062,7.6007,15.3851,-300.9407,SL,1.6842,1.5257
307,long,2024-10-26T00:30:00+00:00,2024-10-26T14:00:00+00:00,2442.75,2461.9334607429723,7.5617,14.8351,130.2245,SL,-1.4555,-1.5347
308,long,2024-10-28T19:00:00+00:00,2024-10-29T12:30:00+00:00,2513.63,2618.136724323317,7.5039,15.4033,768.8047,SL,-1.3911,-1.8407
309,long,2024-10-29T14:00:00+00:00,2024-10-29T18:00:00+00:00,2624.4,2653.010248056433,8.066,17.027,213.7432,SL,0.5182,0.374
310,long,2024-10-30T13:00:00+00:00,2024-10-30T20:00:00+00:00,2688.15,2652.1402567755044,8.1132,17.3307,-309.485,SL,0.0438,-0.1669
311,long,2024-11-01T03:00:00+00:00,2024-11-01T14:30:00+00:00,2516.64,2556.8634506490744,8.2972,16.8383,316.9037,SL,-0.2407,-0.3469
312,long,2024-11-03T16:00:00+00:00,2024-11-03T18:30:00+00:00,2453.2,2423.214320226214,8.8993,17.3587,-284.2102,SL,-0.8997,-1.3602
313,long,2024-11-04T10:00:00+00:00,2024-11-04T15:30:00+00:00,2467.17,2439.976819046765,8.5033,16.6908,-247.9226,SL,-1.4622,-1.7358
314,long,2024-11-04T22:30:00+00:00,2024-11-05T15:00:00+00:00,2406.21,2455.294360728427,8.4097,16.3535,396.4312,SL,-1.5154,-1.5939
315,long,2024-11-05T17:00:00+00:00,2024-11-05T19:30:00+00:00,2459.04,2424.612923212575,8.7126,17.0197,-316.9691,SL,0.393,0.2059
316,short,2024-11-06T05:00:00+00:00,2024-11-06T12:00:00+00:00,2587.38,2649.1361553901165,7.9129,16.5744,-505.2447,SL,2.467,2.7587
317,long,2024-11-06T15:00:00+00:00,2024-11-07T00:00:00+00:00,2662.23,2710.2386741796468,7.1211,15.3032,326.5714,SL,0.2475,0.1272
318,long,2024-11-07T15:30:00+00:00,2024-11-07T22:00:00+00:00,2848.58,2885.1461778510616,6.9992,16.0526,239.8814,SL,-0.5528,-1.0713
319,long,2024-11-08T18:00:00+00:00,2024-11-09T03:30:00+00:00,2933.64,2964.0120971886454,7.0416,16.6116,197.2566,SL,-0.804,-0.8529
320,long,2024-11-09T05:00:00+00:00,2024-11-09T07:00:00+00:00,2988.25,3030.1696996531714,7.1109,17.1186,280.9682,SL,-0.1324,-0.1595
321,long,2024-11-09T17:30:00+00:00,2024-11-09T23:30:00+00:00,3036.03,3126.836506976397,7.2766,17.9379,642.8247,SL,-1.5615,-1.7071
322,long,2024-11-10T22:00:00+00:00,2024-11-11T05:30:00+00:00,3192.86,3111.553594470204,7.5232,18.9717,-630.6561,SL,-0.7156,-1.0438
323,long,2024-11-11T15:00:00+00:00,2024-11-11T22:00:00+00:00,3225.13,3314.9882943292414,6.8613,17.9495,598.5952,SL,-0.0637,-0.3975
324,long,2024-11-11T23:30:00+00:00,2024-11-12T00:00:00+00:00,3374.8,3288.0717567136726,7.0891,18.8935,-633.7187,SL,1.5414,1.3024
325,long,2024-11-12T16:30:00+00:00,2024-11-13T04:30:00+00:00,3255.1,3149.4812338912184,6.7658,17.3328,-731.9283,SL,-0.9341,-1.0296
326,long,2024-11-13T13:30:00+00:00,2024-11-13T15:00:00+00:00,3217.76,3279.6201876691784,6.1619,16.0145,365.1618,SL,0.9544,0.6812
327,long,2024-11-15T00:00:00+00:00,2024-11-16T04:30:00+00:00,3083.94,3130.272505435225,6.7845,16.8641,297.4788,SL,-1.8001,-1.8576
328,long,2024-11-18T06:00:00+00:00,2024-11-18T11:00:00+00:00,3135.79,3089.9847861448075,6.9569,17.3248,-335.9871,SL,1.1368,0.9401
329,long,2024-11-18T14:00:00+00:00,2024-11-18T19:00:00+00:00,3102.76,3158.797181883223,6.7061,16.7963,358.9947,SL,-1.6094,-1.7898
330,long,2024-11-19T23:00:00+00:00,2024-11-20T18:00:00+00:00,3104.66,3052.199528668714,7.0489,17.3596,-387.1483,SL,-1.4287,-1.52
331,long,2024-11-21T03:30:00+00:00,2024-11-21T14:30:00+00:00,3083.25,3316.3916543310274,6.7211,17.2051,1549.7633,SL,0.5057,0.2504
332,long,2024-11-22T03:00:00+00:00,2024-11-22T13:00:00+00:00,3356.1,3288.905337179573,7.56,20.0945,-528.0861,SL,-0.707,-0.9688
333,long,2024-11-22T14:30:00+00:00,2024-11-23T01:00:00+00:00,3290.51,3328.2463284616083,7.2293,19.1396,253.6676,SL,-1.7848,-1.8067
334,long,2024-11-23T08:00:00+00:00,2024-11-23T09:00:00+00:00,3405.77,3353.0976223238904,7.2081,19.4874,-399.1552,SL,1.3597,1.1988
335,long,2024-11-23T12:30:00+00:00,2024-11-23T15:30:00+00:00,3403.0,3451.542069083299,6.862,18.8143,314.2813,SL,0.0705,-0.278
336,long,2024-11-25T03:00:00+00:00,2024-11-25T11:30:00+00:00,3352.21,3476.5947711007548,7.2473,19.7962,881.6576,SL,-0.0717,-0.1874
337,short,2024-11-25T11:00:00+00:00,2024-11-25T15:00:00+00:00,3498.98,3448.3087343525854,6.9433,19.2948,332.531,SL,4.3068,4.7229
338,long,2024-11-25T15:30:00+00:00,2024-11-25T21:30:00+00:00,3521.34,3426.0909887185007,7.9336,22.0473,-777.7148,SL,0.0426,-0.0164
339,long,2024-11-26T00:30:00+00:00,2024-11-26T10:30:00+00:00,3428.84,3331.608289360089,7.4672,20.1926,-746.2413,SL,-0.9284,-0.9713
340,long,2024-11-27T10:30:00+00:00,2024-11-28T00:00:00+00:00,3457.98,3637.4079056955547,6.7568,19.1768,1193.1816,SL,1.2131,1.0897
341,long,2024-11-28T12:00:00+00:00,2024-11-28T14:00:00+00:00,3636.41,3576.09973142552,7.4097,21.377,-468.258,SL,0.633,0.4343
342,long,2024-11-29T05:00:00+00:00,2024-11-29T07:00:00+00:00,3593.17,3546.1697954853453,7.1079,20.2983,-354.371,SL,0.6463,0.5958
343,long,2024-11-29T08:30:00+00:00,2024-11-29T15:30:00+00:00,3571.87,3612.948511470755,6.8526,19.6939,261.8007,SL,-1.0639,-1.2024
344,long,2024-11-30T01:30:00+00:00,2024-11-30T06:30:00+00:00,3602.99,3691.9661391512927,7.0114,20.4591,603.3882,SL,0.6033,0.5569
345,long,2024-11-30T17:00:00+00:00,2024-12-01T17:00:00+00:00,3682.48,3717.718977867504,7.3516,21.7613,237.3015,SL,0.7042,0.6669
